{'loss': 8.53182601928711, 'srcnode': 198297, 'dstnode': 50572, 'srcmsg': "{'subject': 'proxymap'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/proxymap'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998304846838085}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998304966836792}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522998304966836792}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998304966836792}
{'loss': 8.53182601928711, 'srcnode': 198313, 'dstnode': 50574, 'srcmsg': "{'subject': 'anvil'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/anvil'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998304976838037}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305066838060}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305166837027}
{'loss': 8.53182601928711, 'srcnode': 198296, 'dstnode': 50575, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/trivial-rewrite'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998305276838290}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305436838596}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 50576, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/cleanup'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998305546843088}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305636836550}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305646838395}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305746836023}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134013, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/9D4B029D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305806838281}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305806838281}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134013, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/9D4B029D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998305806838281}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134013, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/9D4B029D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306006835226}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134013, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/9D4B029D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306006835226}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306016846471}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306016846471}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50580, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/local'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998306026839656}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211239, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '217.148.201.210:48390'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306116838718}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306116838718}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50642, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306176838287}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50642, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306176838287}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50642, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306176838287}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306176838287}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 211241, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998306186841232}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 134013, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/9D4B029D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306186841232}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998306186841232}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998307016836515}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998307016836515}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998307016836515}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998307016836515}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998307026847900}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998313026837778}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998313116836420}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998313116836420}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998313126840385}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998314146836099}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998314166837639}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998314176838324}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998314176838324}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998314176838324}
{'loss': 8.53182601928711, 'srcnode': 198241, 'dstnode': 16, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/bin/top'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998315196838098}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 17, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': '/usr/bin/head'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998315196838098}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998315266838001}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998315276837166}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 27, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/bin/date'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998316296837300}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 28, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998316306836215}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 29, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/usr/local/sbin/lsof'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998316306836215}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 198373, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998316496838375}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198244, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'lsof'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522998316496838375}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998316526836879}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998316526836879}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998331966837886}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998331966837886}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998331966837886}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998331966837886}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998331976846881}
{'loss': 8.53182601928711, 'srcnode': 198248, 'dstnode': 198365, 'srcmsg': "{'subject': 'ntpd'}", 'dstmsg': "{'netflow': '10.0.4.1:123'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998341906836643}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998363456834876}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522998363466838001}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363466838001}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363466838001}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363566834688}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363686837465}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363796836277}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363796836277}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363896837443}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998363956837647}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134014, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/C372529D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364056834304}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134014, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/C372529D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364056834304}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 134014, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/C372529D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364056834304}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364066837169}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364066837169}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50589, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/david'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364096836896}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50589, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/david'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364096836896}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 211241, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522998364096836896}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364107049372}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 134014, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/C372529D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364107049372}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364107049372}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 211245, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '74.70.27.117:36667'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364166839865}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 89621, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998364166839865}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998367036836741}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998367036836741}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998367036836741}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998367036836741}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 211235, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:41682'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998367046837727}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998373556835271}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998373616842625}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998373616842625}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998373616842625}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522998374646835665}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522998374666840276}
